ID	SS02	SS04	SS06	SS08	SS10	SS12	SS14	AC	Gene_name_short	Protein_name	Species	Evalue
comp219731_c3	0.39	1.39	4.85	7.79	9.24	1.94	5.35	Q03278	PO21_NASVI	"Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2"	"Nasonia vitripennis (Parasitic w"	0.0000000000002
comp214633_c0	0.39	0.05	0.15	0.32	0.12	0.29	0.18	P22771	GLRA2_RAT	"Glycine receptor subunit alpha-2"	"Rattus norvegicus (Rat)."	3e-75
comp198487_c0	0.39	0.03	0.07	0.11	0.03	0.01	0.02	P07053	PR1B_TOBAC	"Pathogenesis-related protein 1B"	"Nicotiana tabacum (Common tobacc"	1e-25
comp224222_c0	0.39	0.42	1.37	2.57	2.48	3.25	5.21	Q9Z2A5	ATE1_MOUSE	"Arginyl-tRNA--protein transferase 1"	"Mus musculus (Mouse)."	1e-151
comp202964_c0	0.39	0.16	0.12	0.08	0.07	0.02	0.11	Q6ZN55	ZN574_HUMAN	"Zinc finger protein 574"	"Homo sapiens (Human)."	0.00001
comp214103_c0	0.39	0.99	3.61	12.35	23.87	32.13	52.8	O00425	IF2B3_HUMAN	"Insulin-like growth factor 2 mRNA-binding protein 3"	"Homo sapiens (Human)."	2e-53
comp210984_c0	0.39	0.15	0.39	0.53	0.04	0.02	0.16	Q28153	CELA1_BOVIN	"Chymotrypsin-like elastase family member 1"	"Bos taurus (Bovine)."	2e-44
comp198346_c1	0.39	0.26	0.28	0.25	0.05	0.05	0.1	Q6GPI1	CTRB2_HUMAN	"Chymotrypsinogen B2"	"Homo sapiens (Human)."	3e-22
comp222795_c0	0.39	1.3	2.96	2	2.05	1.34	1.43	Q91YJ5	IF2M_MOUSE	"Translation initiation factor IF-2, mitochondrial"	"Mus musculus (Mouse)."	0
comp220218_c1	0.39	0.28	1.97	4.12	4.89	3.57	4.13	Q6PF04	ZN613_HUMAN	"Zinc finger protein 613"	"Homo sapiens (Human)."	1e-37
comp224427_c0	0.39	0.16	0.72	2.79	7.71	14.71	26.19	O16025	AOSL_PLEHO	"Allene oxide synthase-lipoxygenase protein"	"Plexaura homomalla (Black sea ro"	3e-128
comp222624_c0	0.39	0.46	0.16	0.32	0.05	0.05	0.26	P58158	B3GA3_MOUSE	"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3"	"Mus musculus (Mouse)."	9e-36
comp212732_c0	0.39	0.13	0.14	0.18	0.53	2.33	10.14	P86179	CSL3_ONCKE	"L-rhamnose-binding lectin CSL3"	"Oncorhynchus keta (Chum salmon)."	4e-17
comp119398_c0	0.39	0.2	0.31	0.31	0.11	0.09	0.16	O95841	ANGL1_HUMAN	"Angiopoietin-related protein 1"	"Homo sapiens (Human)."	2e-33
comp215264_c1	0.39	0.41	0.57	0.69	1.18	0.48	0.47	P14381	YTX2_XENLA	"Transposon TX1 uncharacterized 149 kDa protein"	"Xenopus laevis (African clawed f"	2e-89
comp214748_c1	0.39	0.96	1.5	1.05	3.09	3.64	5.08	Q3MHQ4	SNAI2_BOVIN	"Zinc finger protein SNAI2"	"Bos taurus (Bovine)."	8e-77
comp219731_c3	0.39	1.39	4.85	7.79	9.24	1.94	5.35	P21328	RTJK_DROME	"RNA-directed DNA polymerase from mobile element jockey"	"Drosophila melanogaster (Fruit f"	5e-20
comp223750_c1	0.39	0.82	6.98	18.39	22.69	21.46	24.49	Q5ZHN5	THAP5_CHICK	"THAP domain-containing protein 5"	"Gallus gallus (Chicken)."	0.0000000005
comp214633_c0	0.39	0.05	0.15	0.32	0.12	0.29	0.18	P23416	GLRA2_HUMAN	"Glycine receptor subunit alpha-2"	"Homo sapiens (Human)."	3e-87
comp219731_c3	0.39	1.39	4.85	7.79	9.24	1.94	5.35	Q96T60	PNKP_HUMAN	"Bifunctional polynucleotide phosphatase/kinase"	"Homo sapiens (Human)."	1e-26
comp224222_c0	0.39	0.42	1.37	2.57	2.48	3.25	5.21	Q9Z2A5	ATE1_MOUSE	"Arginyl-tRNA--protein transferase 1"	"Mus musculus (Mouse)."	1e-37
comp214103_c0	0.39	0.99	3.61	12.35	23.87	32.13	52.8	Q08CK7	IF2B1_DANRE	"Insulin-like growth factor 2 mRNA-binding protein 1"	"Danio rerio (Zebrafish) (Brachyd"	1e-37
comp210984_c0	0.39	0.15	0.39	0.53	0.04	0.02	0.16	P50342	TRYT_MERUN	"Mast cell tryptase"	"Meriones unguiculatus (Mongolian"	0.0000000000001
comp224427_c0	0.39	0.16	0.72	2.79	7.71	14.71	26.19	O16025	AOSL_PLEHO	"Allene oxide synthase-lipoxygenase protein"	"Plexaura homomalla (Black sea ro"	6e-134
comp212408_c0	0.39	0.01	0.03	0.05	0.1	0.19	0.21	P49900	ARGI_LITCT	"Arginase, hepatic"	"Lithobates catesbeiana (American"	8e-121
comp213898_c0	0.39	0.14	0.12	0.32	0.18	0.17	0.19	Q7TSV4	PGM2_MOUSE	Phosphoglucomutase-2	"Mus musculus (Mouse)."	2e-129
comp220228_c3	0.39	0.35	0.11	0.02	0.05	0.03	0.08	Q8QZR1	ATTY_MOUSE	"Tyrosine aminotransferase"	"Mus musculus (Mouse)."	9e-159
comp192195_c0	0.39	0.04	0.27	0.31	0.08	0.01	0.14	Q9PU47	PDLI3_CHICK	"PDZ and LIM domain protein 3"	"Gallus gallus (Chicken)."	0.00000008
comp214103_c0	0.39	0.99	3.61	12.35	23.87	32.13	52.8	Q5ZLP8	IF2B3_CHICK	"Insulin-like growth factor 2 mRNA-binding protein 3"	"Gallus gallus (Chicken)."	5e-54
comp217379_c5	0.39	1.97	0.87	0.38	0.69	0.45	0.29	P08548	LIN1_NYCCO	"LINE-1 reverse transcriptase homolog"	"Nycticebus coucang (Slow loris)."	5e-18
comp214748_c1	0.39	0.96	1.5	1.05	3.09	3.64	5.08	O08954	SNAI2_RAT	"Zinc finger protein SNAI2"	"Rattus norvegicus (Rat)."	8e-74
comp219731_c3	0.39	1.39	4.85	7.79	9.24	1.94	5.35	Q96T60	PNKP_HUMAN	"Bifunctional polynucleotide phosphatase/kinase"	"Homo sapiens (Human)."	7e-91
comp212545_c0	0.39	0.14	0	0.02	0.01	0.01	0	Q0KK59	UNC79_MOUSE	"Protein unc-79 homolog"	"Mus musculus (Mouse)."	2e-93
comp225070_c1	0.39	0.16	0.16	0.16	0.54	0.8	0.74	Q66K14	TBC9B_HUMAN	"TBC1 domain family member 9B"	"Homo sapiens (Human)."	2e-18
comp221291_c0	0.39	0.11	0.61	8.06	14.38	8.75	12.4	Q64336	TBR1_MOUSE	"T-box brain protein 1"	"Mus musculus (Mouse)."	6e-78
comp217461_c1	0.39	0.57	0.66	0.58	1.89	2.85	2.51	B5X4H8	RFT2_SALSA	"Riboflavin transporter 2"	"Salmo salar (Atlantic salmon)."	3e-91
comp223750_c1	0.39	0.82	6.98	18.39	22.69	21.46	24.49	Q11179	YPC2_CAEEL	"Putative serine/threonine-protein kinase C05D10.2"	"Caenorhabditis elegans."	9e-168
comp219731_c3	0.39	1.39	4.85	7.79	9.24	1.94	5.35	Q19683	YZR5_CAEEL	"Uncharacterized protein F21D5.5"	"Caenorhabditis elegans."	1e-24
comp224222_c0	0.39	0.42	1.37	2.57	2.48	3.25	5.21	O95260	ATE1_HUMAN	"Arginyl-tRNA--protein transferase 1"	"Homo sapiens (Human)."	5e-39
comp214103_c0	0.39	0.99	3.61	12.35	23.87	32.13	52.8	O00425	IF2B3_HUMAN	"Insulin-like growth factor 2 mRNA-binding protein 3"	"Homo sapiens (Human)."	2e-21
comp220228_c3	0.39	0.35	0.11	0.02	0.05	0.03	0.08	P04694	ATTY_RAT	"Tyrosine aminotransferase"	"Rattus norvegicus (Rat)."	2e-33
comp212096_c0	0.39	0.25	0.17	0.11	0.07	0.01	0.06	Q8BUB6	UST_MOUSE	"Uronyl 2-sulfotransferase"	"Mus musculus (Mouse)."	1e-25
comp220421_c2	0.39	1.91	1.01	1.18	1.25	1.38	1.09	Q03278	PO21_NASVI	"Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2"	"Nasonia vitripennis (Parasitic w"	0.00000000000003
comp212408_c0	0.39	0.01	0.03	0.05	0.1	0.19	0.21	P49900	ARGI_LITCT	"Arginase, hepatic"	"Lithobates catesbeiana (American"	3e-75
comp213898_c0	0.39	0.14	0.12	0.32	0.18	0.17	0.19	Q96G03	PGM2_HUMAN	Phosphoglucomutase-2	"Homo sapiens (Human)."	0
comp214800_c2	0.39	0.05	0.04	0.17	0.02	0	0.05	Q938B4	DHAA_MYCS2	"Haloalkane dehalogenase"	"Mycobacterium smegmatis (strain "	4e-19
comp214103_c0	0.39	0.99	3.61	12.35	23.87	32.13	52.8	Q9PW80	IF2B3_DANRE	"Insulin-like growth factor 2 mRNA-binding protein 3"	"Danio rerio (Zebrafish) (Brachyd"	7e-55
comp223608_c0	0.39	0.73	0.66	0.63	1.07	0.92	0.58	P02466	CO1A2_RAT	"Collagen alpha-2(I) chain"	"Rattus norvegicus (Rat)."	7e-45
comp220597_c0	0.39	3.12	22.03	28.16	10.45	8.85	9.17	Q5MCW4	ZN569_HUMAN	"Zinc finger protein 569"	"Homo sapiens (Human)."	1e-69
comp214748_c1	0.39	0.96	1.5	1.05	3.09	3.64	5.08	Q91924	SNAI2_XENLA	"Zinc finger protein SNAI2"	"Xenopus laevis (African clawed f"	8e-76
comp221291_c0	0.39	0.11	0.61	8.06	14.38	8.75	12.4	Q64336	TBR1_MOUSE	"T-box brain protein 1"	"Mus musculus (Mouse)."	9e-78
comp219731_c3	0.39	1.39	4.85	7.79	9.24	1.94	5.35	Q96T60	PNKP_HUMAN	"Bifunctional polynucleotide phosphatase/kinase"	"Homo sapiens (Human)."	9e-96
comp201908_c0	0.39	0.03	0.07	0.06	0.03	0.02	0.04	Q95SX7	RTBS_DROME	"Probable RNA-directed DNA polymerase from transposon BS"	"Drosophila melanogaster (Fruit f"	0.00000000005
comp217461_c1	0.39	0.57	0.66	0.58	1.89	2.85	2.51	B5X4H8	RFT2_SALSA	"Riboflavin transporter 2"	"Salmo salar (Atlantic salmon)."	5e-110
comp214442_c0	0.39	1.09	0.88	0.63	0.38	0.46	0.49	P18714	ZG20_XENLA	"Gastrula zinc finger protein xFG20-1"	"Xenopus laevis (African clawed f"	0.000000004
comp223750_c1	0.39	0.82	6.98	18.39	22.69	21.46	24.49	Q11179	YPC2_CAEEL	"Putative serine/threonine-protein kinase C05D10.2"	"Caenorhabditis elegans."	8e-168
comp206776_c0	0.39	0.22	0.32	0.22	0.08	0.07	0.05	P29268	CTGF_MOUSE	"Connective tissue growth factor"	"Mus musculus (Mouse)."	0.000000000000004
comp219731_c3	0.39	1.39	4.85	7.79	9.24	1.94	5.35	Q19683	YZR5_CAEEL	"Uncharacterized protein F21D5.5"	"Caenorhabditis elegans."	9e-26
comp225699_c0	0.39	0.98	6.54	11.9	14.67	16.69	37.81	P20825	POL2_DROME	"Retrovirus-related Pol polyprotein from transposon 297"	"Drosophila melanogaster (Fruit f"	9e-56
comp214103_c0	0.39	0.99	3.61	12.35	23.87	32.13	52.8	Q9PW80	IF2B3_DANRE	"Insulin-like growth factor 2 mRNA-binding protein 3"	"Danio rerio (Zebrafish) (Brachyd"	2e-90
comp225117_c0	0.39	0.2	0.26	0.09	0.77	0.58	0.83	Q62371	DDR2_MOUSE	"Discoidin domain-containing receptor 2"	"Mus musculus (Mouse)."	5e-127
comp217734_c0	0.39	0.03	0.03	0.24	1.04	2.38	3.24	Q12955	ANK3_HUMAN	Ankyrin-3	"Homo sapiens (Human)."	3e-22
comp212408_c0	0.39	0.01	0.03	0.05	0.1	0.19	0.21	P37818	ARGI1_SCHPO	Arginase	"Schizosaccharomyces pombe (strai"	1e-35
comp213898_c0	0.39	0.14	0.12	0.32	0.18	0.17	0.19	Q5R979	PGM2L_PONAB	"Glucose 1,6-bisphosphate synthase"	"Pongo abelii (Sumatran orangutan"	6e-84
comp222826_c0	0.39	0.3	0.28	0.22	0.1	0.08	0.16	P13607	ATNA_DROME	"Sodium/potassium-transporting ATPase subunit alpha"	"Drosophila melanogaster (Fruit f"	4e-111
comp215409_c0	0.39	0.26	2.19	2.38	5.46	4.21	2.07	Q4V348	Z658B_HUMAN	"Zinc finger protein 658B"	"Homo sapiens (Human)."	2e-30
comp219800_c0	0.39	0.75	2.62	3.49	2.45	2.84	2.26	Q99676	ZN184_HUMAN	"Zinc finger protein 184"	"Homo sapiens (Human)."	5e-37
comp214103_c0	0.39	0.99	3.61	12.35	23.87	32.13	52.8	Q9PW80	IF2B3_DANRE	"Insulin-like growth factor 2 mRNA-binding protein 3"	"Danio rerio (Zebrafish) (Brachyd"	8e-71
comp220597_c0	0.39	3.12	22.03	28.16	10.45	8.85	9.17	P51523	ZNF84_HUMAN	"Zinc finger protein 84"	"Homo sapiens (Human)."	9e-66
comp221291_c0	0.39	0.11	0.61	8.06	14.38	8.75	12.4	Q13207	TBX2_HUMAN	"T-box transcription factor TBX2"	"Homo sapiens (Human)."	3e-93
comp219731_c3	0.39	1.39	4.85	7.79	9.24	1.94	5.35	Q19683	YZR5_CAEEL	"Uncharacterized protein F21D5.5"	"Caenorhabditis elegans."	3e-25
comp207058_c0	0.39	0.35	0.14	0.26	0.22	0.01	0.15	Q9ES87	PRSS8_RAT	Prostasin	"Rattus norvegicus (Rat)."	2e-50
comp203135_c0	0.39	0	0.06	0.15	0.03	0.01	0.03	Q0Q028	DFP3_ANTMY	"Putative defense protein 3"	"Antheraea mylitta (Tasar silkwor"	3e-17
comp206644_c0	0.39	0.41	0.99	4.4	9.39	15.38	32.17	Q95K40	CCD83_MACFA	"Coiled-coil domain-containing protein 83"	"Macaca fascicularis (Crab-eating"	9e-43
comp223750_c1	0.39	0.82	6.98	18.39	22.69	21.46	24.49	Q11179	YPC2_CAEEL	"Putative serine/threonine-protein kinase C05D10.2"	"Caenorhabditis elegans."	3e-168
comp219731_c3	0.39	1.39	4.85	7.79	9.24	1.94	5.35	Q19683	YZR5_CAEEL	"Uncharacterized protein F21D5.5"	"Caenorhabditis elegans."	8e-25
comp225699_c0	0.39	0.98	6.54	11.9	14.67	16.69	37.81	Q9NXP7	GIN1_HUMAN	"Gypsy retrotransposon integrase-like protein 1"	"Homo sapiens (Human)."	0.000000000000002
comp214103_c0	0.39	0.99	3.61	12.35	23.87	32.13	52.8	Q9PW80	IF2B3_DANRE	"Insulin-like growth factor 2 mRNA-binding protein 3"	"Danio rerio (Zebrafish) (Brachyd"	2e-73
comp160957_c0	0.39	0.05	0.11	0.07	0.04	0.04	0.1	P25931	NPYR_DROME	"Neuropeptide Y receptor"	"Drosophila melanogaster (Fruit f"	1e-58
comp193744_c1	0.39	0	0	0.03	0.05	0.01	0	P13944	COCA1_CHICK	"Collagen alpha-1(XII) chain"	"Gallus gallus (Chicken)."	2e-24
comp217734_c0	0.39	0.03	0.03	0.24	1.04	2.38	3.24	Q12955	ANK3_HUMAN	Ankyrin-3	"Homo sapiens (Human)."	7e-19
comp213898_c0	0.39	0.14	0.12	0.32	0.18	0.17	0.19	Q7TSV4	PGM2_MOUSE	Phosphoglucomutase-2	"Mus musculus (Mouse)."	8e-130
comp217928_c0	0.39	0.29	0.42	0.62	0.21	0.21	0.28	Q8BQH6	CDCP2_MOUSE	"CUB domain-containing protein 2"	"Mus musculus (Mouse)."	0.0000000006
comp214103_c0	0.39	0.99	3.61	12.35	23.87	32.13	52.8	O88477	IF2B1_MOUSE	"Insulin-like growth factor 2 mRNA-binding protein 1"	"Mus musculus (Mouse)."	1e-52
comp217050_c1	0.39	0.25	0.19	0.42	0.14	0.06	0.07	O65314	ACT_SCHDU	Actin	"Scherffelia dubia (Green alga) ("	5e-121
comp220597_c0	0.39	3.12	22.03	28.16	10.45	8.85	9.17	Q5MCW4	ZN569_HUMAN	"Zinc finger protein 569"	"Homo sapiens (Human)."	7e-70
comp224427_c0	0.39	0.16	0.72	2.79	7.71	14.71	26.19	O16025	AOSL_PLEHO	"Allene oxide synthase-lipoxygenase protein"	"Plexaura homomalla (Black sea ro"	6e-135
comp221291_c0	0.39	0.11	0.61	8.06	14.38	8.75	12.4	Q13207	TBX2_HUMAN	"T-box transcription factor TBX2"	"Homo sapiens (Human)."	2e-91
comp219731_c3	0.39	1.39	4.85	7.79	9.24	1.94	5.35	Q03278	PO21_NASVI	"Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2"	"Nasonia vitripennis (Parasitic w"	0.00000000000007
comp221048_c0	0.39	0.65	0.73	1.14	0.75	1.04	1.44	P21328	RTJK_DROME	"RNA-directed DNA polymerase from mobile element jockey"	"Drosophila melanogaster (Fruit f"	2e-44
comp214628_c0	0.39	0.73	0.9	0.98	3.76	5.09	5.34	Q9BWV7	TTLL2_HUMAN	"Probable tubulin polyglutamylase TTLL2"	"Homo sapiens (Human)."	7e-123
comp224295_c1	0.39	0.15	0.29	0.7	2.61	1.81	1.65	O75165	DJC13_HUMAN	"DnaJ homolog subfamily C member 13"	"Homo sapiens (Human)."	0
comp214748_c1	0.39	0.96	1.5	1.05	3.09	3.64	5.08	Q3MHQ4	SNAI2_BOVIN	"Zinc finger protein SNAI2"	"Bos taurus (Bovine)."	6e-75
comp219731_c3	0.39	1.39	4.85	7.79	9.24	1.94	5.35	Q96T60	PNKP_HUMAN	"Bifunctional polynucleotide phosphatase/kinase"	"Homo sapiens (Human)."	8e-58
comp223245_c0	0.39	0.38	1.43	2.22	3.19	3.62	3.67	O15084	ANR28_HUMAN	"Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A"	"Homo sapiens (Human)."	0
comp225699_c0	0.39	0.98	6.54	11.9	14.67	16.69	37.81	P10394	POL4_DROME	"Retrovirus-related Pol polyprotein from transposon 412"	"Drosophila melanogaster (Fruit f"	0.0000000000003
comp214103_c0	0.39	0.99	3.61	12.35	23.87	32.13	52.8	Q9PW80	IF2B3_DANRE	"Insulin-like growth factor 2 mRNA-binding protein 3"	"Danio rerio (Zebrafish) (Brachyd"	8e-88
comp203124_c1	0.39	0.2	0.32	0.25	0.16	0.09	0.09	Q49B93	SC5AC_MOUSE	"Sodium-coupled monocarboxylate transporter 2"	"Mus musculus (Mouse)."	4e-108
comp211221_c0	0.39	0.01	0.3	0.2	0.1	0.08	0.05	P20241	NRG_DROME	Neuroglian	"Drosophila melanogaster (Fruit f"	6e-31
comp214633_c0	0.39	0.05	0.15	0.32	0.12	0.29	0.18	P23416	GLRA2_HUMAN	"Glycine receptor subunit alpha-2"	"Homo sapiens (Human)."	0.0000000000001
comp217928_c0	0.39	0.29	0.42	0.62	0.21	0.21	0.28	Q9FKG5	PUB51_ARATH	"U-box domain-containing protein 51"	"Arabidopsis thaliana (Mouse-ear "	0.000000000000006
comp214103_c0	0.39	0.99	3.61	12.35	23.87	32.13	52.8	O00425	IF2B3_HUMAN	"Insulin-like growth factor 2 mRNA-binding protein 3"	"Homo sapiens (Human)."	8e-56
comp206164_c0	0.39	0.16	0.21	0.08	0.04	0.05	0.03	Q9VW71	FAT2_DROME	"Fat-like cadherin-related tumor suppressor homolog"	"Drosophila melanogaster (Fruit f"	0.00000005
comp224427_c0	0.39	0.16	0.72	2.79	7.71	14.71	26.19	O16025	AOSL_PLEHO	"Allene oxide synthase-lipoxygenase protein"	"Plexaura homomalla (Black sea ro"	8e-129
comp225957_c0	0.38	0.77	3.27	4.55	1.83	2.39	4.73	Q6ZMY6	WDR88_HUMAN	"WD repeat-containing protein 88"	"Homo sapiens (Human)."	2e-72
comp226089_c0	0.38	0.01	0.01	0.14	1.38	2	2.05	P10394	POL4_DROME	"Retrovirus-related Pol polyprotein from transposon 412"	"Drosophila melanogaster (Fruit f"	4e-109
comp221702_c1	0.38	0.2	0.21	0.95	1.33	7	17.16	A0JPI9	CN16B_RAT	"Uncharacterized protein C14orf166B homolog"	"Rattus norvegicus (Rat)."	1e-73
comp224519_c2	0.38	0.3	0.82	3.56	9.01	10.09	9.03	Q61543	GSLG1_MOUSE	"Golgi apparatus protein 1"	"Mus musculus (Mouse)."	0
comp213720_c0	0.38	1.83	0.95	1.39	1.11	1.11	0.98	P30176	YBIA_ECOLI	"Swarming motility protein YbiA"	"Escherichia coli (strain K12)."	0.000000000007
comp219016_c0	0.38	0.14	0.59	0.26	0.29	0.14	0.1	Q9BQS2	SYT15_HUMAN	Synaptotagmin-15	"Homo sapiens (Human)."	1e-41
comp214225_c1	0.38	0.22	0.62	0.53	0.24	0.21	0.19	Q66PG2	LARGE_DANRE	"Glycosyltransferase-like protein LARGE1"	"Danio rerio (Zebrafish) (Brachyd"	0.000000000003
comp186095_c0	0.38	0.03	0.03	0.18	0.01	0	0.01	Q10728	MYPT1_RAT	"Protein phosphatase 1 regulatory subunit 12A"	"Rattus norvegicus (Rat)."	1e-21
comp219946_c1	0.38	0.6	1.53	3.69	4.79	5.69	5.11	P97411	ICA69_MOUSE	"Islet cell autoantigen 1"	"Mus musculus (Mouse)."	0.0000003
comp222689_c2	0.38	1.53	6.25	18.86	4.67	5.87	13.54	P04146	COPIA_DROME	"Copia protein"	"Drosophila melanogaster (Fruit f"	1e-21
comp216350_c2	0.38	0.09	0.22	0.16	0.52	0.22	0.14	Q80ZA4	PKHL1_MOUSE	Fibrocystin-L	"Mus musculus (Mouse)."	1e-70
comp206757_c2	0.38	0.01	0.32	0.47	0.03	0.05	0.13	P52202	OPSD_ALLMI	Rhodopsin	"Alligator mississippiensis (Amer"	0.000000000000005
comp217552_c1	0.38	0.94	0.48	0.25	1.75	3.33	1.53	Q80W71	PKHA8_MOUSE	"Pleckstrin homology domain-containing family A member 8"	"Mus musculus (Mouse)."	1e-66
comp205854_c0	0.38	0.2	0.36	0.2	0.42	0.65	2.91	Q86WI1	PKHL1_HUMAN	Fibrocystin-L	"Homo sapiens (Human)."	0
comp184363_c0	0.38	0.01	0.01	0.04	0.01	0.01	0	A2AAY5	SPD2B_MOUSE	"SH3 and PX domain-containing protein 2B"	"Mus musculus (Mouse)."	4e-27
comp219016_c0	0.38	0.14	0.59	0.26	0.29	0.14	0.1	Q9BQS2	SYT15_HUMAN	Synaptotagmin-15	"Homo sapiens (Human)."	9e-42
comp214225_c1	0.38	0.22	0.62	0.53	0.24	0.21	0.19	Q66PG2	LARGE_DANRE	"Glycosyltransferase-like protein LARGE1"	"Danio rerio (Zebrafish) (Brachyd"	0.000000000004
comp219594_c0	0.38	0.51	0.5	0.78	0.51	0.64	0.75	O96790	DPGN_DIPMA	"Serine protease inhibitor dipetalogastin"	"Dipetalogaster maximus (Blood-su"	5e-27
comp221828_c1	0.38	0.37	0.19	0.23	0.17	0.95	2.44	Q28620	NPT2A_RABIT	"Sodium-dependent phosphate transport protein 2A"	"Oryctolagus cuniculus (Rabbit)."	5e-55
comp219946_c1	0.38	0.6	1.53	3.69	4.79	5.69	5.11	Q63054	ICA69_RAT	"Islet cell autoantigen 1"	"Rattus norvegicus (Rat)."	3e-19
comp222917_c0	0.38	1.49	1.56	3.58	0.75	1.21	1.2	Q96NW4	ANR27_HUMAN	"Ankyrin repeat domain-containing protein 27"	"Homo sapiens (Human)."	2e-141
comp216350_c2	0.38	0.09	0.22	0.16	0.52	0.22	0.14	Q86WI1	PKHL1_HUMAN	Fibrocystin-L	"Homo sapiens (Human)."	7e-26
comp206757_c2	0.38	0.01	0.32	0.47	0.03	0.05	0.13	Q9MYW9	OPRM_MACMU	"Mu-type opioid receptor"	"Macaca mulatta (Rhesus macaque)."	8e-16
comp217552_c1	0.38	0.94	0.48	0.25	1.75	3.33	1.53	Q80W71	PKHA8_MOUSE	"Pleckstrin homology domain-containing family A member 8"	"Mus musculus (Mouse)."	9e-53
comp219830_c4	0.38	0.55	0.71	1.1	0.58	0.31	0.45	P51523	ZNF84_HUMAN	"Zinc finger protein 84"	"Homo sapiens (Human)."	1e-90
comp217793_c0	0.38	0.09	0.59	1.04	0.21	0.19	0.21	Q64537	CPNS1_RAT	"Calpain small subunit 1"	"Rattus norvegicus (Rat)."	0.000000000000008
comp223800_c5	0.38	0.62	1.51	2.87	16.55	51.92	49.57	Q8MPM1	GELS2_LUMTE	"Gelsolin-like protein 2"	"Lumbricus terrestris (Common ear"	4e-145
comp208255_c0	0.38	0.05	0.18	0.28	0.08	0.09	0.14	Q9N0C7	EPDR1_MACFA	"Mammalian ependymin-related protein 1"	"Macaca fascicularis (Crab-eating"	0.00000006
comp162991_c0	0.38	0.05	0.19	0.08	0.02	0	0.05	Q9BX70	BTBD2_HUMAN	"BTB/POZ domain-containing protein 2"	"Homo sapiens (Human)."	0.0000002
comp220362_c0	0.38	0.33	0.16	0.08	0.09	1.07	19.65	Q9CXT6	KDM8_MOUSE	"Lysine-specific demethylase 8"	"Mus musculus (Mouse)."	0.0000000000003
comp216350_c2	0.38	0.09	0.22	0.16	0.52	0.22	0.14	Q86WI1	PKHL1_HUMAN	Fibrocystin-L	"Homo sapiens (Human)."	8e-67
comp213924_c0	0.38	0.87	0.62	0.3	0.69	0.29	0.1	Q8N8J6	ZN615_HUMAN	"Zinc finger protein 615"	"Homo sapiens (Human)."	6e-44
comp214161_c1	0.38	0.01	0.54	0.64	1.69	2.04	2.85	Q810A5	K895L_MOUSE	"Uncharacterized protein KIAA0895-like"	"Mus musculus (Mouse)."	3e-33
comp217552_c1	0.38	0.94	0.48	0.25	1.75	3.33	1.53	D3ZY60	PKHA8_RAT	"Pleckstrin homology domain-containing family A member 8"	"Rattus norvegicus (Rat)."	8e-65
comp217793_c0	0.38	0.09	0.59	1.04	0.21	0.19	0.21	Q9VT65	CANB_DROME	Calpain-B	"Drosophila melanogaster (Fruit f"	1e-146
comp202937_c0	0.38	0.04	0.35	0.3	0.38	0.27	0.17	O96790	DPGN_DIPMA	"Serine protease inhibitor dipetalogastin"	"Dipetalogaster maximus (Blood-su"	0.0000005
comp216888_c0	0.38	0.85	1.85	3.07	3.94	3.26	4.07	Q9Z2K0	DEDD_RAT	"Death effector domain-containing protein"	"Rattus norvegicus (Rat)."	1e-70
comp219528_c1	0.38	0.1	0.41	1.27	0.89	2.12	4.74	Q8IY47	KBTB2_HUMAN	"Kelch repeat and BTB domain-containing protein 2"	"Homo sapiens (Human)."	0.0000000003
comp224660_c1	0.38	0.13	5.11	2.54	0.6	0.92	0.84	O75899	GABR2_HUMAN	"Gamma-aminobutyric acid type B receptor subunit 2"	"Homo sapiens (Human)."	7e-39
comp117183_c0	0.38	0.32	0.17	0.19	0.06	0.16	0.46	P04352	CALM_CHLRE	Calmodulin	"Chlamydomonas reinhardtii (Chlam"	1e-37
comp216350_c2	0.38	0.09	0.22	0.16	0.52	0.22	0.14	Q86WI1	PKHL1_HUMAN	Fibrocystin-L	"Homo sapiens (Human)."	4e-56
comp213924_c0	0.38	0.87	0.62	0.3	0.69	0.29	0.1	P18729	ZG57_XENLA	"Gastrula zinc finger protein XlCGF57.1"	"Xenopus laevis (African clawed f"	2e-46
comp225088_c0	0.38	0.11	1.01	3.37	5.1	5.52	5.55	Q8C1A3	MTRR_MOUSE	"Methionine synthase reductase"	"Mus musculus (Mouse)."	2e-49
comp214161_c1	0.38	0.01	0.54	0.64	1.69	2.04	2.85	Q810A5	K895L_MOUSE	"Uncharacterized protein KIAA0895-like"	"Mus musculus (Mouse)."	2e-45
comp219961_c0	0.38	0.68	3.4	1.49	1.65	1.33	0.24	P07090	CALB2_CHICK	Calretinin	"Gallus gallus (Chicken)."	4e-52
comp219946_c1	0.38	0.6	1.53	3.69	4.79	5.69	5.11	Q8NDH6	ICA1L_HUMAN	"Islet cell autoantigen 1-like protein"	"Homo sapiens (Human)."	0.00000004
comp217793_c0	0.38	0.09	0.59	1.04	0.21	0.19	0.21	Q9VT65	CANB_DROME	Calpain-B	"Drosophila melanogaster (Fruit f"	1e-151
